REIT名,証券コード,物件名,所在地,用途,取得予定日,取得価格_億円,緯度,経度,出典,属性
ヘルスケア&メディカル投資法人,3455,神戸学園都市ビルtype1,兵庫県神戸市,ヘルスケア,既存保有(取得日不明),43.2,34.6901,135.1955,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,グリーンライフ守口type1,大阪府守口市,ヘルスケア,既存保有(取得日不明),41.5,34.6937,135.5023,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はぴね神戸魚崎弐番館type1,兵庫県神戸市,ヘルスケア,既存保有(取得日不明),9.3,34.6901,135.1955,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,シップ千里ビルディングtype4,大阪府豊中市,ヘルスケア,既存保有(取得日不明),,34.7815,135.4694,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,スマイリングホームメディス足立type1,東京都足立区,ヘルスケア,既存保有(取得日不明),22.53,35.775,139.8044,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ボンセジュール千歳船橋type1,東京都世田谷区,ヘルスケア,既存保有(取得日不明),8.24,35.6467,139.6533,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ボンセジュール日野type1,東京都日野市,ヘルスケア,既存保有(取得日不明),7.24,35.6714,139.3947,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ボンセジュール武蔵新城type1,神奈川県川崎市,ヘルスケア,既存保有(取得日不明),5.82,35.5308,139.7029,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,メディカル・リハビリホームボンセジュール秦野渋沢type1,神奈川県秦野市,ヘルスケア,既存保有(取得日不明),7.28,,,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,リハビリホームボンセジュール四つ木type1,東京都葛飾区,ヘルスケア,既存保有(取得日不明),8.24,35.7436,139.8469,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,メディカルホームボンセジュール伊丹type1,兵庫県伊丹市,ヘルスケア,既存保有(取得日不明),5.14,34.6901,135.1955,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,グランダ鶴間・大和type1,神奈川県大和市,ヘルスケア,既存保有(取得日不明),10.0,,,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,リハビリホームグランダ南浦和type1,埼玉県川口市,ヘルスケア,既存保有(取得日不明),10.22,35.8078,139.7242,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,まどか南浦和type1,埼玉県川口市,ヘルスケア,既存保有(取得日不明),8.22,35.8078,139.7242,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,メディカル・リハビリホームくらら京王東府中type1,東京都府中市,ヘルスケア,既存保有(取得日不明),8.25,35.6938,139.753,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,アズハイム光が丘type1,東京都練馬区,ヘルスケア,既存保有(取得日不明),13.85,35.7357,139.6517,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,アズハイム文京白山type1,東京都文京区,ヘルスケア,既存保有(取得日不明),14.3,35.7075,139.7519,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア ラヴィーレ町田小野路type1,東京都町田市,ヘルスケア,既存保有(取得日不明),35.8,35.5464,139.4467,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア ラヴィーレあざみ野type1,神奈川県横浜市,ヘルスケア,既存保有(取得日不明),30.5,35.4437,139.638,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア そんぽの家S 淡路駅前type2,大阪府大阪市,ヘルスケア,既存保有(取得日不明),19.3,34.6937,135.5023,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア そんぽの家S 神戸上沢type2,兵庫県神戸市,ヘルスケア,既存保有(取得日不明),12.0,34.6901,135.1955,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア ラヴィーレ浜川崎type1,神奈川県川崎市,ヘルスケア,既存保有(取得日不明),17.1,35.5308,139.7029,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア ラヴィーレ神戸伊川谷type1,兵庫県神戸市,ヘルスケア,既存保有(取得日不明),12.88,34.6901,135.1955,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,SOMPOケア そんぽの家 狭山type1,大阪府堺市,ヘルスケア,既存保有(取得日不明),6.0,34.5733,135.4831,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,さわやか立花館type1,福岡県福岡市,ヘルスケア,既存保有(取得日不明),15.2,33.5904,130.4017,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,さわやか和布刈館type1,福岡県北九州市,ヘルスケア,既存保有(取得日不明),13.8,33.5904,130.4017,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,さわやか田川館type1,福岡県田川市,ヘルスケア,既存保有(取得日不明),3.9,33.5904,130.4017,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,グッドタイムホーム不動前type1,東京都品川区,ヘルスケア,既存保有(取得日不明),17.4,35.6092,139.73,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,愛広苑壱番館ビルtype1,新潟県新潟市,ヘルスケア,既存保有(取得日不明),7.7,37.9161,139.0364,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,新潟リハビリテーション病院type5,新潟県新潟市,ヘルスケア,既存保有(取得日不明),20.6,37.9161,139.0364,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば南type1,神奈川県横浜市,ヘルスケア,既存保有(取得日不明),10.71,35.4437,139.638,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば三浦type1,神奈川県三浦市,ヘルスケア,既存保有(取得日不明),6.15,35.1439,139.6167,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば新横浜type1,神奈川県横浜市,ヘルスケア,既存保有(取得日不明),20.71,35.4437,139.638,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば新横浜２号館type1,神奈川県横浜市,ヘルスケア,既存保有(取得日不明),3.75,35.4437,139.638,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば小田原type1,神奈川県小田原市,ヘルスケア,既存保有(取得日不明),8.8,35.2547,139.1522,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,はなことば追浜type1,神奈川県横須賀市,ヘルスケア,既存保有(取得日不明),5.0,35.2811,139.6722,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ベルジ箕輪type1,群馬県高崎市,ヘルスケア,既存保有(取得日不明),16.2,36.3228,139.0031,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ベルジ武尊type1,群馬県利根郡川場村,ヘルスケア,既存保有(取得日不明),13.28,36.4886,139.0022,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,サニーライフ北品川type1,東京都品川区,ヘルスケア,既存保有(取得日不明),18.25,35.6092,139.73,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,サニーライフ鎌倉type1,神奈川県鎌倉市,ヘルスケア,既存保有(取得日不明),14.18,35.3192,139.5467,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,サニーライフ船橋type1,千葉県船橋市,ヘルスケア,既存保有(取得日不明),21.33,35.6947,139.9825,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ニチイホーム西国分寺type1,東京都国分寺市,ヘルスケア,既存保有(取得日不明),7.2,35.6938,139.753,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ニチイメゾン稲毛type1,千葉県千葉市,ヘルスケア,既存保有(取得日不明),15.08,35.6073,140.1063,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,星ヶ丘ドクターズビルtype1,愛知県名古屋市,ヘルスケア,既存保有(取得日不明),8.2,35.1815,136.9066,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ロイヤル川口type1,埼玉県川口市,ヘルスケア,既存保有(取得日不明),12.6,35.8078,139.7242,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ノアガーデン レジェンドtype1,北海道札幌市,ヘルスケア,既存保有(取得日不明),8.59,43.0618,141.3545,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ノアガーデン エル・グレイスtype1,北海道札幌市,ヘルスケア,既存保有(取得日不明),6.22,43.0618,141.3545,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ノアガーデン シーズンベルtype1,北海道札幌市,ヘルスケア,既存保有(取得日不明),13.5,43.0618,141.3545,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ノアガーデン カーサ・リッツtype2,北海道札幌市,ヘルスケア,既存保有(取得日不明),16.19,43.0618,141.3545,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
ヘルスケア&メディカル投資法人,3455,ノアガーデン Ａ館type1,北海道札幌市,ヘルスケア,既存保有(取得日不明),3.84,43.0618,141.3545,https://hcm3455.co.jp/ja/portfolio/list.html (自動取得 2026-07-27),ヘルスケア
